"DBUID","year","n_checklists","species_richness"
"48060057002","2015",1,1
"48060060004","2013",4,6
"48060060004","2014",18,20
"48060060004","2015",246,61
"48060060004","2016",155,54
"48060060004","2017",208,57
"48060060004","2018",204,56
"48060060004","2019",268,57
"48060060004","2020",338,58
"48060060004","2021",51,18
"48060062002","2017",1,3
"48060062002","2020",1,1
"48060062003","2020",1,3
"48060063002","2020",1,1
"48060066001","2014",3,12
"48060066001","2015",12,23
"48060066001","2016",21,26
"48060066001","2017",6,13
"48060066001","2018",4,11
"48060066001","2019",2,7
"48060066001","2020",1,4
"48060066001","2021",1,3
"48060066004","2014",4,12
"48060066004","2015",42,32
"48060066004","2020",1,10
"48060066007","2014",2,11
"48060066007","2015",1,2
"48060067003","2019",1,1
"48060067004","2019",2,2
"48060067004","2020",2,2
"48060070003","2015",4,10
"48060070003","2016",2,10
"48060070003","2017",1,6
"48060070003","2018",1,5
"48060070003","2019",1,4
"48060070003","2020",1,7
"48060071002","2020",1,4
"48060071003","2015",1,3
"48060071003","2018",1,3
"48060072002","2012",1,4
"48060072002","2016",1,7
"48060072002","2017",5,11
"48060072002","2019",1,5
"48060072002","2020",1,3
"48060072003","2021",1,5
"48060074002","2020",4,4
"48060076007","2015",1,2
"48060076007","2019",1,1
"48060076007","2021",1,1
"48060077002","2019",1,1
"48060078002","2021",2,5
"48060079005","2020",2,5
"48060080004","2019",1,1
"48060080004","2021",1,2
"48060086008","2019",1,1
"48060086008","2020",1,6
"48060086008","2021",1,7
"48060086009","2019",4,11
"48060086009","2020",1,3
"48060087007","2018",1,1
"48060089001","2012",1,1
"48060089001","2014",53,32
"48060089001","2015",181,48
"48060089001","2016",94,42
"48060089001","2017",18,29
"48060089001","2018",44,40
"48060089001","2019",38,42
"48060089001","2020",14,21
"48060089001","2021",5,12
"48060090009","2013",1,3
"48060090011","2014",1,6
"48060090011","2020",1,1
"48060091003","2016",2,9
"48060091003","2018",4,9
"48060092015","2014",1,8
"48060093003","2017",1,5
"48060093008","2020",1,8
"48060094013","2020",1,3
"48060095001","2016",1,4
"48060096005","2010",1,4
"48060097008","2021",1,8
"48060097015","2019",3,14
"48060098004","2015",11,12
"48060098004","2016",8,8
"48060098004","2018",2,5
"48060098006","2020",11,12
"48060098007","2020",8,19
"48060099001","2017",15,29
"48060099001","2018",18,34
"48060099001","2019",10,25
"48060099001","2020",142,67
"48060099001","2021",28,16
"48060099003","2013",1,1
"48060099004","2020",1,7
"48060099005","2020",3,7
"48060099006","2020",1,6
"48060100008","2020",6,7
"48060101002","2015",2,4
"48060101002","2020",1,1
"48060101004","2015",2,16
"48060101004","2018",5,21
"48060101004","2019",3,35
"48060101004","2020",10,35
"48060101004","2021",1,9
"48060101005","2020",1,11
"48060102008","2015",1,3
"48060102011","2009",1,5
"48060102011","2011",1,6
"48060102011","2012",4,24
"48060102011","2013",1,12
"48060102011","2014",2,11
"48060102011","2018",2,16
"48060102011","2019",5,28
"48060102011","2020",2,7
"48060104007","2019",1,4
"48060104008","2009",2,3
"48060104008","2010",3,4
"48060104008","2011",9,12
"48060104008","2012",1,1
"48060104009","2020",1,9
"48060105008","2020",1,7
"48060105010","2020",5,18
"48060105014","2014",1,1
"48060106005","2020",3,8
"48060106006","2016",1,2
"48060106006","2019",1,9
"48060108013","2020",21,18
"48060109004","2017",1,9
"48060110001","2020",4,17
"48060110009","2021",2,6
"48060110011","2020",16,15
"48060110012","2012",1,1
"48060110012","2017",1,11
"48060110012","2018",7,20
"48060110012","2019",4,6
"48060110012","2020",3,15
"48060112008","2018",1,17
"48060113003","2020",1,8
"48060114001","2020",11,8
"48060114004","2020",1,1
"48060114005","2014",1,1
"48060115009","2016",1,2
"48060116001","2019",1,2
"48060116001","2021",1,3
"48060116003","2008",1,7
"48060116003","2009",1,14
"48060116003","2012",1,3
"48060117008","2019",2,8
"48060117008","2020",3,11
"48060118005","2012",1,2
"48060118005","2013",2,6
"48060118005","2015",32,35
"48060118005","2016",24,39
"48060118005","2017",27,38
"48060118005","2018",13,36
"48060118005","2019",28,35
"48060118005","2020",42,53
"48060118005","2021",2,13
"48060118006","2015",1,1
"48060118007","2013",1,6
"48060118007","2015",1,12
"48060118007","2017",2,4
"48060119007","2013",1,1
"48060119009","2019",1,2
"48060119009","2020",2,7
"48060120003","2012",1,2
"48060120004","2012",48,26
"48060120004","2013",48,36
"48060120004","2014",14,20
"48060124009","2014",1,2
"48060124009","2018",1,11
"48060125008","2012",1,2
"48060125008","2014",1,3
"48060125010","2021",6,9
"48060126010","2018",3,3
"48060127002","2011",1,1
"48060127010","2018",1,12
"48060128005","2018",1,1
